time,oslo,stavanger,trondheim,tromsø,bergen
2022-10-11 00:00:00,1.56518,1.56518,0.01655,0.01324,1.56518
2022-10-11 01:00:00,1.49921,1.49921,0.01565,0.01252,1.49921
2022-10-11 02:00:00,1.39329,1.39329,0.0119,0.00952,1.39329
2022-10-11 03:00:00,1.41968,1.41968,0.01358,0.01086,1.41968
2022-10-11 04:00:00,1.55224,1.55224,0.02678,0.02142,1.55224
2022-10-11 05:00:00,1.69334,1.69334,0.10049,0.08039,1.69334
2022-10-11 06:00:00,2.03323,2.03323,0.14188,0.1135,2.03323
2022-10-11 07:00:00,2.28916,2.28916,0.16321,0.13057,2.28916
2022-10-11 08:00:00,2.37194,2.37194,0.16981,0.13585,2.37194
2022-10-11 09:00:00,2.62595,2.62595,0.16774,0.13419,2.62595
2022-10-11 10:00:00,2.72308,2.72308,0.16619,0.13295,2.72308
2022-10-11 11:00:00,2.68686,2.68686,0.16348,0.13078,2.68686
2022-10-11 12:00:00,2.34298,2.34298,0.16296,0.13037,2.34298
2022-10-11 13:00:00,2.30029,2.30029,0.15804,0.12643,2.30029
2022-10-11 14:00:00,2.27985,2.27985,0.14408,0.11526,2.27985
2022-10-11 15:00:00,2.27133,2.27133,0.14175,0.1134,2.27133
2022-10-11 16:00:00,2.32111,2.32111,0.14756,0.11805,2.32111
2022-10-11 17:00:00,2.37194,2.37194,0.16399,0.13119,2.37194
2022-10-11 18:00:00,2.42859,2.42859,0.16904,0.13523,2.42859
2022-10-11 19:00:00,2.36676,2.36676,0.16529,0.13223,2.36676
2022-10-11 20:00:00,2.31956,2.31956,0.14226,0.11381,2.31956
2022-10-11 21:00:00,2.29886,2.29886,0.13684,0.10947,2.29886
2022-10-11 22:00:00,2.11458,2.11458,0.10864,0.08691,2.11458
2022-10-11 23:00:00,1.97825,1.97825,0.06363,0.0509,1.97825
2022-10-12 00:00:00,1.9378,2.61354,0.13599,0.10879,1.9378
2022-10-12 01:00:00,1.90793,2.42823,0.13441,0.10753,1.90793
2022-10-12 02:00:00,1.9121,2.61915,0.13741,0.10993,1.9121
2022-10-12 03:00:00,1.91445,2.51631,0.14669,0.11735,1.91445
2022-10-12 04:00:00,1.9258,2.6014,0.16078,0.12862,1.9258
2022-10-12 05:00:00,2.08866,2.32565,0.18896,0.15117,2.08866
2022-10-12 06:00:00,2.35606,2.35606,0.20736,0.16589,2.35606
2022-10-12 07:00:00,2.61903,2.61903,0.22903,0.17894,2.61903
2022-10-12 08:00:00,2.66286,2.66286,0.2383,0.17946,2.66286
2022-10-12 09:00:00,2.73725,2.73725,0.24156,0.17915,2.73725
2022-10-12 10:00:00,2.91995,2.91995,0.25853,0.17946,2.91995
2022-10-12 11:00:00,2.6382,2.6382,0.27379,0.17936,2.6382
2022-10-12 12:00:00,2.51593,2.51593,0.23281,0.18625,2.51593
2022-10-12 13:00:00,2.43919,2.43919,0.22433,0.17946,2.43919
2022-10-12 14:00:00,2.408,2.408,0.22041,0.17184,2.408
2022-10-12 15:00:00,2.42679,2.42679,0.20854,0.15806,2.42679
2022-10-12 16:00:00,2.41896,2.41896,0.23308,0.15932,2.41896
2022-10-12 17:00:00,2.65321,2.65321,0.20815,0.16015,2.65321
2022-10-12 18:00:00,2.67449,2.67449,0.21429,0.17143,2.67449
2022-10-12 19:00:00,2.63703,2.63703,0.21429,0.17143,2.63703
2022-10-12 20:00:00,2.39939,2.411,0.20919,0.16735,2.39939
2022-10-12 21:00:00,2.29003,2.39665,0.2058,0.16464,2.29003
2022-10-12 22:00:00,2.15274,2.36206,0.20215,0.16172,2.15274
2022-10-12 23:00:00,1.98923,1.98923,0.19549,0.15639,1.98923
2022-10-13 00:00:00,2.24128,2.24128,0.1982,0.15856,2.24128
2022-10-13 01:00:00,2.10136,2.10136,0.19246,0.15397,2.10136
2022-10-13 02:00:00,2.11923,2.11923,0.18555,0.14844,2.11923
2022-10-13 03:00:00,2.20646,2.24675,0.18373,0.14698,2.20646
2022-10-13 04:00:00,2.2165,2.26475,0.18921,0.15137,2.2165
2022-10-13 05:00:00,2.34833,2.43323,0.20408,0.16326,2.34833
2022-10-13 06:00:00,2.70693,2.70693,0.23706,0.15773,2.70693
2022-10-13 07:00:00,3.13998,3.13998,0.24071,0.17578,3.13998
2022-10-13 08:00:00,3.36986,3.36986,0.2458,0.17964,3.36986
2022-10-13 09:00:00,3.35748,3.35748,0.25636,0.20102,3.35748
2022-10-13 10:00:00,3.32944,3.32944,0.28675,0.2294,3.32944
2022-10-13 11:00:00,3.31131,3.31131,0.27566,0.16566,3.31131
2022-10-13 12:00:00,3.2615,3.2615,0.29653,0.16044,3.2615
2022-10-13 13:00:00,3.222,3.222,0.35364,0.17265,3.222
2022-10-13 14:00:00,3.07113,3.07113,0.36408,0.17932,3.07113
2022-10-13 15:00:00,2.95494,2.95494,0.36485,0.17943,2.95494
2022-10-13 16:00:00,2.93355,2.93355,0.39536,0.17953,2.93355
2022-10-13 17:00:00,3.27168,3.27168,0.40175,0.17974,3.27168
2022-10-13 18:00:00,3.38434,3.38434,0.39015,0.17995,3.38434
2022-10-13 19:00:00,3.35188,3.35188,0.40515,0.17984,3.35188
2022-10-13 20:00:00,3.29371,3.29371,0.42628,0.17974,3.29371
2022-10-13 21:00:00,3.08104,3.08104,0.40501,0.17943,3.08104
2022-10-13 22:00:00,2.75778,2.75778,0.32509,0.17734,2.75778
2022-10-13 23:00:00,2.50664,2.50664,0.26014,0.16326,2.50664
2022-10-14 00:00:00,2.61043,2.61043,0.23989,0.19191,2.61043
2022-10-14 01:00:00,2.46608,2.46608,0.22483,0.17986,2.46608
2022-10-14 02:00:00,2.46595,2.46595,0.21431,0.17145,2.46595
2022-10-14 03:00:00,2.50398,2.50398,0.20834,0.16667,2.50398
2022-10-14 04:00:00,2.46933,2.46933,0.20004,0.16003,2.46933
2022-10-14 05:00:00,2.49035,2.49035,0.20185,0.16148,2.49035
2022-10-14 06:00:00,2.50346,2.50346,0.19134,0.15307,2.50346
2022-10-14 07:00:00,2.85368,2.85368,0.21159,0.16927,2.85368
2022-10-14 08:00:00,2.89353,2.89353,0.22391,0.17913,2.89353
2022-10-14 09:00:00,3.33929,3.33929,0.21846,0.17477,3.33929
2022-10-14 10:00:00,3.3537,3.3537,0.21289,0.17031,3.3537
2022-10-14 11:00:00,3.23246,3.23246,0.21068,0.16854,3.23246
2022-10-14 12:00:00,2.84005,2.84005,0.21275,0.1702,2.84005
2022-10-14 13:00:00,2.76281,2.76281,0.21393,0.17114,2.76281
2022-10-14 14:00:00,2.59601,2.59601,0.21483,0.17186,2.59601
2022-10-14 15:00:00,2.3521,2.3521,0.20756,0.16563,2.3521
2022-10-14 16:00:00,2.52475,2.52475,0.22145,0.15816,2.52475
2022-10-14 17:00:00,2.66481,2.66481,0.22483,0.17986,2.66481
2022-10-14 18:00:00,3.07344,3.07344,0.2234,0.17872,3.07344
2022-10-14 19:00:00,3.10576,3.10576,0.22794,0.17238,3.10576
2022-10-14 20:00:00,2.81136,2.81136,0.24638,0.16927,2.81136
2022-10-14 21:00:00,2.56849,2.56849,0.2687,0.16823,2.56849
2022-10-14 22:00:00,2.53916,2.53916,0.2687,0.1647,2.53916
2022-10-14 23:00:00,2.36054,2.36054,0.25624,0.16148,2.36054
2022-10-15 00:00:00,2.40026,2.40026,0.23255,0.17965,2.40026
2022-10-15 01:00:00,2.17351,2.17351,0.2283,0.17923,2.17351
2022-10-15 02:00:00,2.05479,2.05479,0.22224,0.17779,2.05479
2022-10-15 03:00:00,1.86581,1.86581,0.21128,0.16902,1.86581
2022-10-15 04:00:00,1.80341,1.80341,0.20586,0.16469,1.80341
2022-10-15 05:00:00,1.71911,1.71911,0.19981,0.15985,1.71911
2022-10-15 06:00:00,1.85498,1.85498,0.21991,0.15902,1.85498
2022-10-15 07:00:00,1.9915,1.9915,0.23706,0.16026,1.9915
2022-10-15 08:00:00,2.33116,2.33116,0.25369,0.16366,2.33116
2022-10-15 09:00:00,2.48985,2.48985,0.26298,0.17872,2.48985
2022-10-15 10:00:00,2.31274,2.31274,0.2747,0.17892,2.31274
2022-10-15 11:00:00,2.0067,2.0067,0.2417,0.17872,2.0067
2022-10-15 12:00:00,1.92369,1.92369,0.2332,0.17882,1.92369
2022-10-15 13:00:00,1.80974,1.80974,0.22456,0.17882,1.80974
2022-10-15 14:00:00,1.58015,1.58015,0.22816,0.17872,1.58015
2022-10-15 15:00:00,1.59304,1.59304,0.22636,0.17872,1.59304
2022-10-15 16:00:00,1.77209,1.77209,0.22778,0.17882,1.77209
2022-10-15 17:00:00,2.11654,2.11654,0.2426,0.17892,2.11654
2022-10-15 18:00:00,2.3135,2.3135,0.27186,0.17882,2.3135
2022-10-15 19:00:00,2.3808,2.3808,0.2872,0.17325,2.3808
2022-10-15 20:00:00,1.97409,1.97409,0.24944,0.16593,1.97409
2022-10-15 21:00:00,1.79118,1.79118,0.24145,0.15964,1.79118
2022-10-15 22:00:00,1.80574,1.80574,0.21373,0.15871,1.80574
2022-10-15 23:00:00,1.71228,1.71228,0.18679,0.14943,1.71228
2022-10-16 00:00:00,1.02295,1.02295,0.19749,0.15799,1.02295
2022-10-16 01:00:00,0.90563,0.90563,0.19581,0.15665,0.90563
2022-10-16 02:00:00,0.88011,0.88011,0.19348,0.15478,0.88011
2022-10-16 03:00:00,0.92608,0.92608,0.19323,0.15458,0.92608
2022-10-16 04:00:00,1.0552,1.0552,0.19633,0.15706,1.0552
2022-10-16 05:00:00,1.00766,1.00766,0.20176,0.16141,1.00766
2022-10-16 06:00:00,0.95238,0.95238,0.19011,0.15209,0.95238
2022-10-16 07:00:00,1.01298,1.01298,0.19956,0.15965,1.01298
2022-10-16 08:00:00,1.16566,1.16566,0.22508,0.17872,1.16566
2022-10-16 09:00:00,1.1338,1.1338,0.26989,0.17892,1.1338
2022-10-16 10:00:00,1.00456,1.00456,0.27144,0.17934,1.00456
2022-10-16 11:00:00,1.12358,1.12358,0.25823,0.17965,1.12358
2022-10-16 12:00:00,1.4257,1.4257,0.23621,0.17975,1.4257
2022-10-16 13:00:00,1.47466,1.47466,0.17328,0.13862,1.47466
2022-10-16 14:00:00,1.41975,1.41975,0.21161,0.16929,1.41975
2022-10-16 15:00:00,1.25179,1.25179,0.22261,0.17809,1.25179
2022-10-16 16:00:00,1.50444,1.50444,0.22521,0.18017,1.50444
2022-10-16 17:00:00,1.63835,1.63835,0.24528,0.19622,1.63835
2022-10-16 18:00:00,2.27008,2.27008,0.26613,0.17996,2.27008
2022-10-16 19:00:00,2.44969,2.44969,0.25305,0.18255,2.44969
2022-10-16 20:00:00,2.2658,2.2658,0.23764,0.18193,2.2658
2022-10-16 21:00:00,1.87729,1.87729,0.2436,0.18089,1.87729
2022-10-16 22:00:00,1.76099,1.76099,0.22909,0.17996,1.76099
2022-10-16 23:00:00,1.74248,1.74248,0.21718,0.17374,1.74248
2022-10-17 00:00:00,1.71489,1.71489,0.26173,0.18535,1.71489
2022-10-17 01:00:00,1.52594,1.52594,0.25849,0.17954,1.52594
2022-10-17 02:00:00,1.3682,1.3682,0.25344,0.17892,1.3682
2022-10-17 03:00:00,1.16088,1.16088,0.24851,0.17861,1.16088
2022-10-17 04:00:00,1.11555,1.11555,0.24191,0.17861,1.11555
2022-10-17 05:00:00,1.40434,1.40434,0.23635,0.17882,1.40434
2022-10-17 06:00:00,1.67423,1.67423,0.24204,0.17954,1.67423
2022-10-17 07:00:00,1.99073,1.99073,0.27584,0.22067,1.99073
2022-10-17 08:00:00,2.2891,2.2891,0.27818,0.22254,2.2891
2022-10-17 09:00:00,2.02363,2.02363,0.27779,0.21062,2.02363
2022-10-17 10:00:00,1.71489,1.71489,0.32868,0.18006,1.71489
2022-10-17 11:00:00,1.72305,1.72305,0.36365,0.17913,1.72305
2022-10-17 12:00:00,1.56686,1.56686,0.34409,0.1724,1.56686
2022-10-17 13:00:00,1.57218,1.57218,0.34655,0.1783,1.57218
2022-10-17 14:00:00,1.64755,1.64755,0.35938,0.17809,1.64755
2022-10-17 15:00:00,1.83235,1.83235,0.35445,0.1784,1.83235
2022-10-17 16:00:00,2.17048,2.17048,0.35575,0.17851,2.17048
2022-10-17 17:00:00,2.31903,2.31903,0.35031,0.17872,2.31903
2022-10-17 18:00:00,2.32756,2.32756,0.37789,0.17892,2.32756
2022-10-17 19:00:00,2.34401,2.34401,0.38216,0.17934,2.34401
2022-10-17 20:00:00,2.38183,2.38183,0.36663,0.17975,2.38183
2022-10-17 21:00:00,2.07284,2.07284,0.3402,0.17944,2.07284
2022-10-17 22:00:00,2.04538,2.04538,0.29398,0.17882,2.04538
2022-10-17 23:00:00,1.82368,1.82368,0.26368,0.1782,1.82368
2022-10-18 00:00:00,1.77064,1.77064,0.31329,0.16946,1.77064
2022-10-18 01:00:00,1.69788,1.69788,0.30876,0.16926,1.69788
2022-10-18 02:00:00,1.7559,1.7559,0.30734,0.16946,1.7559
2022-10-18 03:00:00,1.7506,1.7506,0.30928,0.16988,1.7506
2022-10-18 04:00:00,1.75113,1.75113,0.30515,0.1705,1.75113
2022-10-18 05:00:00,1.80191,1.80191,0.31729,0.17908,1.80191
2022-10-18 06:00:00,1.87791,1.87791,0.37649,0.1797,1.87791
2022-10-18 07:00:00,2.26823,2.26823,0.4128,0.22912,2.26823
2022-10-18 08:00:00,2.80278,2.80278,0.47808,0.2496,2.80278
2022-10-18 09:00:00,2.55191,2.55191,0.46593,0.23967,2.55191
2022-10-18 10:00:00,2.41893,2.41893,0.48556,0.24153,2.41893
2022-10-18 11:00:00,2.2544,2.2544,0.50599,0.23988,2.2544
2022-10-18 12:00:00,1.68069,1.68069,0.41178,0.23988,1.68069
2022-10-18 13:00:00,1.79068,1.79068,0.35775,0.23988,1.79068
2022-10-18 14:00:00,1.5769,1.5769,0.335,0.23646,1.5769
2022-10-18 15:00:00,1.74776,1.74776,0.32001,0.23895,1.74776
2022-10-18 16:00:00,1.98919,1.98919,0.33784,0.23419,1.98919
2022-10-18 17:00:00,2.36335,2.36335,0.31225,0.23895,2.36335
2022-10-18 18:00:00,2.5386,2.5386,0.29223,0.23378,2.5386
2022-10-18 19:00:00,2.44698,2.44698,0.28731,0.22985,2.44698
2022-10-18 20:00:00,2.37226,2.37226,0.27761,0.22209,2.37226
2022-10-18 21:00:00,2.07914,2.07914,0.26611,0.21289,2.07914
2022-10-18 22:00:00,2.04503,2.04503,0.22528,0.18022,2.04503
2022-10-18 23:00:00,1.92766,1.92766,0.20666,0.16533,1.92766
2022-10-19 00:00:00,1.65594,1.65594,0.20774,0.16619,1.65594
2022-10-19 01:00:00,1.57491,1.57491,0.20398,0.16318,1.57491
2022-10-19 02:00:00,1.52753,1.52753,0.20463,0.1637,1.52753
2022-10-19 03:00:00,1.57414,1.57414,0.20826,0.16661,1.57414
2022-10-19 04:00:00,1.67554,1.67554,0.23695,0.16868,1.67554
2022-10-19 05:00:00,1.86965,1.86965,0.25059,0.16868,1.86965
2022-10-19 06:00:00,2.03661,2.03661,0.26643,0.16879,2.03661
2022-10-19 07:00:00,2.40716,2.40716,0.27889,0.16951,2.40716
2022-10-19 08:00:00,2.59154,2.59154,0.29538,0.16993,2.59154
2022-10-19 09:00:00,2.53246,2.53246,0.29421,0.16879,2.53246
2022-10-19 10:00:00,2.36134,2.36134,0.30525,0.16806,2.36134
2022-10-19 11:00:00,2.19306,2.19306,0.29576,0.16733,2.19306
2022-10-19 12:00:00,1.9343,1.9343,0.29356,0.16744,1.9343
2022-10-19 13:00:00,1.87795,1.87795,0.27136,0.16754,1.87795
2022-10-19 14:00:00,1.8055,1.8055,0.25669,0.16775,1.8055
2022-10-19 15:00:00,1.91678,1.91678,0.25785,0.16848,1.91678
2022-10-19 16:00:00,2.14061,2.14061,0.25423,0.16972,2.14061
2022-10-19 17:00:00,2.33693,2.33693,0.25344,0.17035,2.33693
2022-10-19 18:00:00,2.29446,2.29446,0.24669,0.17076,2.29446
2022-10-19 19:00:00,2.19111,2.19111,0.24656,0.17118,2.19111
2022-10-19 20:00:00,2.04194,2.04194,0.24851,0.17128,2.04194
2022-10-19 21:00:00,1.89496,1.89496,0.25175,0.17138,1.89496
2022-10-19 22:00:00,1.86393,1.86393,0.25539,0.17128,1.86393
2022-10-19 23:00:00,1.66255,1.66255,0.25604,0.17086,1.66255
2022-10-20 00:00:00,1.60548,1.60548,0.29984,0.18126,1.60548
2022-10-20 01:00:00,1.45256,1.45256,0.29803,0.18084,1.45256
2022-10-20 02:00:00,1.0054,1.0054,0.32166,0.18074,1.0054
2022-10-20 03:00:00,0.9876,0.9876,0.34129,0.18074,0.9876
2022-10-20 04:00:00,0.93499,0.93499,0.36701,0.18094,0.93499
2022-10-20 05:00:00,1.4171,1.4171,0.42546,0.18198,1.4171
2022-10-20 06:00:00,1.89584,1.89584,0.44535,0.18406,1.89584
2022-10-20 07:00:00,2.16905,2.16905,0.47366,0.18822,2.16905
2022-10-20 08:00:00,2.34391,2.34391,0.62904,0.22522,2.34391
2022-10-20 09:00:00,2.17801,2.17801,0.67114,0.19196,2.17801
2022-10-20 10:00:00,2.17489,2.17489,0.77143,0.18822,2.17489
2022-10-20 11:00:00,2.01289,2.01289,0.83068,0.18905,2.01289
2022-10-20 12:00:00,1.72486,1.72486,0.84743,0.18926,1.72486
2022-10-20 13:00:00,1.68733,1.68733,0.89589,0.19269,1.68733
2022-10-20 14:00:00,1.68993,1.68993,0.89406,0.19414,1.68993
2022-10-20 15:00:00,1.745,1.745,0.83041,0.20038,1.745
2022-10-20 16:00:00,1.87739,1.87739,0.83041,0.22917,1.87739
2022-10-20 17:00:00,2.13176,2.13176,0.77143,0.22917,2.13176
2022-10-20 18:00:00,2.23673,2.23673,0.79183,0.22938,2.23673
2022-10-20 19:00:00,2.29545,2.29545,0.85016,0.22927,2.29545
2022-10-20 20:00:00,1.99704,1.99704,0.89641,0.22917,1.99704
2022-10-20 21:00:00,1.78113,1.78113,1.00241,0.20007,1.78113
2022-10-20 22:00:00,1.67095,1.67095,0.84431,0.19394,1.67095
2022-10-20 23:00:00,1.56235,1.56235,0.6484,0.18739,1.56235
2022-10-21 00:00:00,1.66134,1.66134,0.73384,0.18038,1.66134
2022-10-21 01:00:00,1.51418,1.51418,0.69266,0.17976,1.51418
2022-10-21 02:00:00,1.47131,1.47131,0.67111,0.17945,1.47131
2022-10-21 03:00:00,1.4256,1.4256,0.67175,0.17924,1.4256
2022-10-21 04:00:00,1.50184,1.50184,0.7189,0.17965,1.50184
2022-10-21 05:00:00,1.68589,1.68589,0.73656,0.1808,1.68589
2022-10-21 06:00:00,1.94851,1.94851,0.74735,0.24013,1.94851
2022-10-21 07:00:00,2.24763,2.24763,0.68786,0.24231,2.24763
2022-10-21 08:00:00,2.42363,2.42363,0.74683,0.31982,2.42363
2022-10-21 09:00:00,2.44946,2.44946,0.63423,0.30071,2.44946
2022-10-21 10:00:00,2.28725,2.28725,0.58773,0.26746,2.28725
2022-10-21 11:00:00,2.23971,2.23971,0.60291,0.29,2.23971
2022-10-21 12:00:00,2.10995,2.10995,0.6298,0.24938,2.10995
2022-10-21 13:00:00,2.07345,2.07345,0.67384,0.22963,2.07345
2022-10-21 14:00:00,2.03696,2.03696,0.72046,0.22589,2.03696
2022-10-21 15:00:00,1.99735,1.99735,0.74748,0.26278,1.99735
2022-10-21 16:00:00,2.0554,2.0554,0.74748,0.23026,2.0554
2022-10-21 17:00:00,2.17165,2.17165,0.84541,0.23015,2.17165
2022-10-21 18:00:00,2.2036,2.2036,2.2036,0.20418,2.2036
2022-10-21 19:00:00,2.01969,2.01969,1.95228,0.1836,2.01969
2022-10-21 20:00:00,1.87694,1.87694,1.26169,0.18017,1.87694
2022-10-21 21:00:00,1.90565,1.90565,0.88529,0.17664,1.90565
2022-10-21 22:00:00,1.92669,1.92669,0.74683,0.17623,1.92669
2022-10-21 23:00:00,1.80616,1.80616,0.66643,0.17571,1.80616
2022-10-22 00:00:00,1.86488,1.86488,0.90145,0.18625,1.86488
2022-10-22 01:00:00,1.67855,1.67855,0.83335,0.18552,1.67855
2022-10-22 02:00:00,1.63141,1.63141,0.81186,0.18532,1.63141
2022-10-22 03:00:00,1.67516,1.67516,0.82085,0.18532,1.67516
2022-10-22 04:00:00,1.67829,1.67829,0.82333,0.18542,1.67829
2022-10-22 05:00:00,1.70564,1.70564,0.81916,0.18573,1.70564
2022-10-22 06:00:00,1.6917,1.6917,1.17241,0.18657,1.6917
2022-10-22 07:00:00,1.78155,1.78155,1.29183,0.1875,1.78155
2022-10-22 08:00:00,1.83376,1.83376,1.83376,0.18719,1.83376
2022-10-22 09:00:00,1.85043,1.85043,1.85043,0.1874,1.85043
2022-10-22 10:00:00,1.82309,1.82309,1.82309,0.1873,1.82309
2022-10-22 11:00:00,1.72334,1.72334,1.72334,0.18646,1.72334
2022-10-22 12:00:00,1.68154,1.68154,1.68154,0.18646,1.68154
2022-10-22 13:00:00,1.57776,1.57776,1.57776,0.18552,1.57776
2022-10-22 14:00:00,1.49548,1.49548,1.45966,0.185,1.49548
2022-10-22 15:00:00,1.52086,1.52086,1.4844,0.185,1.52086
2022-10-22 16:00:00,1.76788,1.76788,1.08166,0.18469,1.76788
2022-10-22 17:00:00,2.01645,2.01645,1.04039,0.18438,2.01645
2022-10-22 18:00:00,2.26008,2.26008,0.58595,0.18386,2.26008
2022-10-22 19:00:00,2.3119,2.3119,0.5711,0.18334,2.3119
2022-10-22 20:00:00,2.06384,2.06384,0.55809,0.18302,2.06384
2022-10-22 21:00:00,1.82646,1.82646,0.55679,0.18282,1.82646
2022-10-22 22:00:00,1.81956,1.81956,0.52879,0.18271,1.81956
2022-10-22 23:00:00,1.72425,1.72425,0.37761,0.1824,1.72425
2022-10-23 00:00:00,1.48134,1.48134,0.43183,0.18098,1.48134
2022-10-23 01:00:00,1.32724,1.32724,0.40121,0.18087,1.32724
2022-10-23 02:00:00,1.24954,1.24954,0.38655,0.18119,1.24954
2022-10-23 03:00:00,1.20233,1.20233,0.37189,0.18129,1.20233
2022-10-23 04:00:00,1.23178,1.23178,0.39874,0.1815,1.23178
2022-10-23 05:00:00,1.18288,1.18288,0.48941,0.18202,1.18288
2022-10-23 06:00:00,1.40001,1.40001,0.3981,0.18233,1.40001
2022-10-23 07:00:00,1.46954,1.46954,0.447,0.18274,1.46954
2022-10-23 08:00:00,1.57551,1.57551,0.61589,0.18326,1.57551
2022-10-23 09:00:00,1.53621,1.53621,0.7731,0.18388,1.53621
2022-10-23 10:00:00,1.28638,1.28638,0.84069,0.18419,1.28638
2022-10-23 11:00:00,1.24876,1.24876,0.88803,0.18409,1.24876
2022-10-23 12:00:00,1.11736,1.11736,0.8425,0.18399,1.11736
2022-10-23 13:00:00,1.02073,1.02073,0.83653,0.18388,1.02073
2022-10-23 14:00:00,1.04926,1.04926,0.79788,0.1843,1.04926
2022-10-23 15:00:00,1.07015,1.07015,0.79944,0.18482,1.07015
2022-10-23 16:00:00,1.19091,1.19091,0.81111,0.18544,1.19091
2022-10-23 17:00:00,1.38769,1.38769,0.79061,0.18627,1.38769
2022-10-23 18:00:00,1.49899,1.49899,0.76039,0.19115,1.49899
2022-10-23 19:00:00,1.54608,1.54608,0.75144,0.22695,1.54608
2022-10-23 20:00:00,1.37575,1.37575,0.75793,0.22757,1.37575
2022-10-23 21:00:00,1.16665,1.16665,0.66933,0.22788,1.16665
2022-10-23 22:00:00,1.07819,1.07819,0.5832,0.24573,1.07819
2022-10-23 23:00:00,0.98233,0.98233,0.49706,0.23556,0.98233
2022-10-24 00:00:00,0.70551,0.70551,0.50511,0.18503,0.70551
2022-10-24 01:00:00,0.66556,0.66556,0.49875,0.18534,0.66556
2022-10-24 02:00:00,0.50874,0.50874,0.48215,0.18575,0.50874
2022-10-24 03:00:00,0.33505,0.33505,0.32533,0.18617,0.33505
2022-10-24 04:00:00,0.50861,0.50861,0.49383,0.19094,0.50861
2022-10-24 05:00:00,0.69916,0.69916,0.67413,0.22726,0.69916
2022-10-24 06:00:00,0.9141,0.9141,0.88583,0.22726,0.9141
2022-10-24 07:00:00,1.38328,1.38328,0.76946,0.22757,1.38328
2022-10-24 08:00:00,1.58381,1.58381,1.58381,0.28454,1.58381
2022-10-24 09:00:00,1.50223,1.50223,1.21699,0.29679,1.50223
2022-10-24 10:00:00,1.40961,1.40221,1.35876,0.39579,1.40961
2022-10-24 11:00:00,1.45008,1.09078,1.05705,0.32418,1.45008
2022-10-24 12:00:00,1.28806,0.91164,0.77064,0.32107,1.28806
2022-10-24 13:00:00,1.35136,0.90788,0.70384,0.31692,1.35136
2022-10-24 14:00:00,0.91294,0.91294,0.59059,0.33425,0.91294
2022-10-24 15:00:00,1.01943,1.01943,0.51368,0.33041,1.01943
2022-10-24 16:00:00,1.10439,1.10439,0.48215,0.32315,1.10439
2022-10-24 17:00:00,1.4266,1.4266,0.39304,0.30696,1.4266
2022-10-24 18:00:00,1.54801,1.54801,0.39019,0.29741,1.54801
2022-10-24 19:00:00,1.63428,1.63428,0.39186,0.28714,1.63428
2022-10-24 20:00:00,1.3886,1.3886,0.39019,0.2972,1.3886
2022-10-24 21:00:00,1.15861,1.15861,0.38421,0.2475,1.15861
2022-10-24 22:00:00,1.14681,1.14681,0.36788,0.22747,1.14681
2022-10-24 23:00:00,1.04499,1.04499,0.30794,0.18824,1.04499
2022-10-25 00:00:00,0.76289,0.76289,0.33086,0.23851,0.76289
2022-10-25 01:00:00,0.67796,0.67796,0.32529,0.19904,0.67796
2022-10-25 02:00:00,0.75691,0.75691,0.31659,0.18688,0.75691
2022-10-25 03:00:00,0.75301,0.75301,0.31048,0.18636,0.75301
2022-10-25 04:00:00,0.90326,0.90326,0.31243,0.18636,0.90326
2022-10-25 05:00:00,0.94701,0.94701,0.36048,0.18948,0.94701
2022-10-25 06:00:00,1.15648,1.15648,0.43605,0.22906,1.15648
2022-10-25 07:00:00,1.51448,1.51448,0.66394,0.22875,1.51448
2022-10-25 08:00:00,1.64471,1.64471,0.65666,0.22906,1.64471
2022-10-25 09:00:00,1.63835,1.63835,0.72588,0.24766,1.63835
2022-10-25 10:00:00,1.41579,1.41579,0.76211,0.28973,1.41579
2022-10-25 11:00:00,1.33865,1.33865,0.76626,0.2489,1.33865
2022-10-25 12:00:00,1.2523,1.2523,0.79885,0.24859,1.2523
2022-10-25 13:00:00,1.0548,1.0548,0.83131,0.23841,1.0548
2022-10-25 14:00:00,1.0718,1.0718,0.88248,0.22916,1.0718
2022-10-25 15:00:00,1.29515,1.29515,1.0409,0.24859,1.29515
2022-10-25 16:00:00,1.5011,1.5011,0.9587,0.23872,1.5011
2022-10-25 17:00:00,1.93481,1.93481,1.16063,0.24838,1.93481
2022-10-25 18:00:00,2.22088,2.22088,1.16504,0.2489,2.22088
2022-10-25 19:00:00,2.30333,2.30333,1.16335,0.24859,2.30333
2022-10-25 20:00:00,1.92533,1.92533,1.0022,0.2488,1.92533
2022-10-25 21:00:00,1.64108,1.64108,0.83743,0.24153,1.64108
2022-10-25 22:00:00,1.51824,1.51824,0.77354,0.2488,1.51824
2022-10-25 23:00:00,1.45331,1.45331,0.70471,0.23924,1.45331
2022-10-26 00:00:00,1.2336,1.2336,0.75888,0.22597,1.2336
2022-10-26 01:00:00,1.17868,1.17868,0.7184,0.2217,1.17868
2022-10-26 02:00:00,1.14158,1.14158,0.7249,0.22306,1.14158
2022-10-26 03:00:00,1.12101,1.12101,0.75601,0.22514,1.12101
2022-10-26 04:00:00,1.22006,1.22006,0.78036,0.2292,1.22006
2022-10-26 05:00:00,1.36221,1.36221,0.90961,0.23347,1.36221
2022-10-26 06:00:00,1.615,1.615,0.76084,0.24555,1.615
2022-10-26 07:00:00,1.95876,1.95876,1.15368,0.30022,1.95876
